,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,state,property_valuation,age,bike_purchases
2598,Female,65,Manufacturing,Affluent Customer,Yes,6.0,VIC,10,62.0,5
2599,Male,27,Health,Mass Customer,No,18.0,QLD,8,42.0,5
2600,Male,95,Property,Affluent Customer,No,1.0,VIC,2,25.0,3
2601,Male,53,Financial Services,High Net Worth,Yes,18.0,QLD,3,43.0,3
2602,Female,11,N/A,Mass Customer,No,11.0,NSW,2,29.0,7
2603,Male,21,Health,Affluent Customer,No,4.0,NSW,12,34.0,8
2604,Female,27,N/A,Mass Customer,Yes,14.0,NSW,5,35.0,5
2605,Female,59,Health,High Net Worth,No,5.0,VIC,7,27.0,5
2606,Female,24,Retail,Mass Customer,No,7.0,NSW,7,47.0,5
2607,Male,33,Retail,Mass Customer,Yes,12.0,QLD,3,63.0,6
2608,Male,34,Financial Services,Mass Customer,No,10.0,NSW,12,65.0,5
2609,Male,33,Health,Mass Customer,No,11.0,VIC,11,43.0,5
2610,Male,5,Financial Services,High Net Worth,No,10.0,NSW,8,30.0,6
2611,Female,0,Financial Services,Mass Customer,Yes,14.0,VIC,11,61.0,9
2612,Female,78,Manufacturing,Affluent Customer,Yes,18.0,VIC,8,45.0,5
2613,Female,54,Manufacturing,High Net Worth,Yes,20.0,QLD,5,32.0,8
2614,Female,81,N/A,Affluent Customer,Yes,6.0,QLD,8,55.0,6
2615,Male,96,Health,Mass Customer,Yes,12.0,QLD,2,56.0,9
2616,Female,42,N/A,Mass Customer,No,9.0,NSW,8,42.0,6
2617,Male,63,Financial Services,Affluent Customer,No,4.0,VIC,8,24.0,11
2618,Male,67,Manufacturing,High Net Worth,Yes,20.0,NSW,10,58.0,7
2619,Male,53,Property,Mass Customer,No,13.0,QLD,4,43.0,3
2620,Male,17,N/A,Mass Customer,No,10.0,VIC,2,42.0,5
2621,Female,17,Health,Affluent Customer,Yes,12.0,NSW,9,39.0,4
2622,Male,41,Entertainment,Mass Customer,No,18.0,NSW,6,44.0,8
2623,Female,57,Health,High Net Worth,Yes,22.0,VIC,7,31.0,3
2624,Male,91,Health,High Net Worth,Yes,16.0,QLD,7,52.0,6
2625,Female,48,Retail,Mass Customer,No,6.0,QLD,3,34.0,4
2626,Female,88,Manufacturing,Mass Customer,Yes,19.0,NSW,12,44.0,9
2627,Female,19,Health,High Net Worth,No,20.0,NSW,8,46.0,7
2628,Male,93,Manufacturing,Affluent Customer,Yes,16.0,VIC,7,42.0,5
2629,Female,22,N/A,Mass Customer,No,2.0,NSW,8,25.0,4
2630,Female,13,Health,Affluent Customer,Yes,7.0,VIC,4,60.0,9
2631,Female,34,Manufacturing,Affluent Customer,Yes,11.0,NSW,9,43.0,8
2632,Female,37,Manufacturing,Affluent Customer,Yes,18.0,NSW,7,40.0,7
2633,Male,6,Retail,Affluent Customer,Yes,3.0,NSW,5,21.0,3
2634,Female,11,Manufacturing,Mass Customer,No,3.0,QLD,2,23.0,9
2635,Male,59,Retail,Affluent Customer,No,6.0,NSW,12,56.0,3
2636,Male,56,Property,High Net Worth,Yes,5.0,QLD,8,31.0,3
2637,Female,34,N/A,Mass Customer,Yes,10.0,VIC,6,40.0,3
2638,Male,6,Financial Services,High Net Worth,No,6.0,NSW,1,25.0,5
2639,Male,77,Retail,Mass Customer,No,2.0,QLD,3,22.0,4
2640,Male,52,Health,Affluent Customer,No,6.0,NSW,11,50.0,6
2641,Female,0,Manufacturing,High Net Worth,Yes,11.0,NSW,7,33.0,6
2642,Male,55,Retail,Affluent Customer,Yes,5.0,NSW,11,65.0,3
2643,Female,50,Health,High Net Worth,Yes,1.0,NSW,4,22.0,5
2644,Male,27,Manufacturing,Affluent Customer,No,11.0,VIC,11,57.0,5
2645,Female,46,Entertainment,Mass Customer,No,7.0,NSW,11,53.0,4
2646,Male,31,Health,Mass Customer,No,13.0,NSW,5,39.0,10
2647,Male,69,N/A,High Net Worth,Yes,14.0,VIC,9,43.0,7
2648,Male,69,Telecommunications,Affluent Customer,Yes,6.0,QLD,4,32.0,3
2649,Female,0,Retail,High Net Worth,No,10.0,NSW,12,37.0,4
2650,Male,3,Manufacturing,Mass Customer,Yes,17.0,NSW,10,51.0,2
2651,Female,1,Health,Mass Customer,No,8.0,VIC,10,33.0,6
2652,Female,71,Manufacturing,Mass Customer,Yes,18.0,NSW,9,42.0,8
2653,Male,92,Financial Services,Mass Customer,No,4.0,QLD,6,26.0,4
2654,Female,20,Property,Affluent Customer,No,11.0,NSW,7,55.0,4
2655,Male,49,Financial Services,Affluent Customer,No,4.0,NSW,7,44.0,10
2656,Female,88,Financial Services,High Net Worth,Yes,2.0,QLD,6,32.0,5
2657,Female,55,IT,High Net Worth,No,19.0,VIC,11,61.0,8
2658,Female,76,N/A,Mass Customer,Yes,1.0,VIC,5,20.0,6
2659,Male,15,Financial Services,Mass Customer,No,11.0,QLD,7,59.0,7
2660,Female,74,Retail,Mass Customer,Yes,1.0,NSW,10,20.0,4
2661,Female,36,Health,Mass Customer,No,7.0,VIC,9,59.0,10
2662,Female,89,Manufacturing,Mass Customer,Yes,17.0,QLD,2,35.0,9
2663,Female,35,Manufacturing,High Net Worth,No,10.0,NSW,8,63.0,3
2664,Male,18,Financial Services,High Net Worth,Yes,14.0,QLD,5,62.0,2
2665,Male,40,N/A,Affluent Customer,Yes,9.0,NSW,11,27.0,5
2666,Male,28,Retail,Mass Customer,Yes,3.0,NSW,8,22.0,9
2667,Female,77,Health,Mass Customer,No,5.0,NSW,9,23.0,5
2668,Male,48,Health,High Net Worth,Yes,15.0,VIC,12,35.0,2
2669,Female,61,Financial Services,Affluent Customer,Yes,12.0,NSW,7,57.0,8
2670,Male,6,Property,High Net Worth,No,4.0,QLD,2,21.0,3
2671,Male,50,Financial Services,High Net Worth,Yes,15.0,QLD,8,41.0,3
2672,Male,67,Health,High Net Worth,Yes,20.0,NSW,11,41.0,2
2673,Male,59,Financial Services,Mass Customer,No,3.0,NSW,1,21.0,3
2674,Female,8,Manufacturing,Mass Customer,Yes,18.0,NSW,8,43.0,2
2675,Female,97,Financial Services,High Net Worth,Yes,7.0,VIC,8,66.0,3
2676,Female,5,N/A,Affluent Customer,No,11.0,NSW,9,64.0,8
2677,Female,96,Financial Services,Mass Customer,No,4.0,NSW,11,53.0,4
2678,Male,3,Retail,Mass Customer,No,5.0,NSW,10,41.0,1
2679,Female,42,Property,High Net Worth,No,20.0,VIC,10,39.0,11
2680,Male,94,Retail,High Net Worth,Yes,12.0,QLD,7,41.0,8
2681,Female,11,Retail,Affluent Customer,Yes,14.0,VIC,8,60.0,4
2682,Male,26,Manufacturing,Mass Customer,Yes,7.0,NSW,9,35.0,11
2683,Male,17,Retail,Mass Customer,No,11.0,NSW,7,57.0,3
2684,Female,66,Manufacturing,Mass Customer,Yes,1.0,QLD,6,21.0,12
2685,Female,11,Entertainment,Mass Customer,No,8.0,VIC,9,51.0,4
2686,Female,65,Financial Services,Affluent Customer,No,8.0,VIC,8,59.0,3
2687,Male,17,Manufacturing,Affluent Customer,No,19.0,NSW,9,65.0,3
2688,Female,16,Health,Affluent Customer,Yes,1.0,VIC,3,18.0,5
2689,Male,55,Property,Mass Customer,No,11.0,QLD,3,44.0,5
2690,Female,78,Financial Services,Mass Customer,No,19.0,NSW,9,58.0,9
2691,Female,34,Manufacturing,Mass Customer,No,9.0,VIC,7,27.0,9
2692,Female,30,Financial Services,Mass Customer,Yes,10.0,VIC,10,41.0,9
2693,Female,12,Financial Services,Mass Customer,Yes,20.0,QLD,1,65.0,3
2694,Male,68,IT,Mass Customer,Yes,7.0,QLD,8,35.0,6
2695,Female,93,Financial Services,High Net Worth,Yes,8.0,NSW,9,31.0,6
2696,Female,84,Property,High Net Worth,No,22.0,NSW,10,32.0,3
2697,Male,86,Manufacturing,Mass Customer,No,3.0,NSW,12,24.0,6
2698,Male,31,Manufacturing,Affluent Customer,Yes,15.0,NSW,11,42.0,6
2699,Male,24,Manufacturing,High Net Worth,Yes,13.0,NSW,6,43.0,9
2700,Female,6,Retail,Affluent Customer,Yes,10.0,NSW,4,50.0,5
2701,Male,15,Property,Affluent Customer,Yes,13.0,NSW,9,65.0,5
2702,Male,69,Manufacturing,Mass Customer,Yes,20.0,VIC,7,44.0,4
2703,Female,50,Manufacturing,Mass Customer,No,14.0,VIC,1,64.0,5
2704,Female,40,Manufacturing,Mass Customer,Yes,7.0,QLD,8,53.0,6
2705,Male,59,N/A,Mass Customer,No,16.0,QLD,7,40.0,4
2706,Female,0,Health,Mass Customer,Yes,1.0,NSW,8,23.0,6
2707,Male,50,Financial Services,Mass Customer,No,12.0,NSW,5,42.0,5
2708,Male,54,N/A,Affluent Customer,Yes,11.0,NSW,7,35.0,5
2709,Male,77,Financial Services,Affluent Customer,Yes,16.0,QLD,2,34.0,5
2710,Female,4,Financial Services,Affluent Customer,Yes,5.0,VIC,7,23.0,4
2711,Female,91,IT,Mass Customer,No,12.0,NSW,8,32.0,5
2712,Male,14,Retail,Affluent Customer,Yes,7.0,NSW,9,42.0,11
2713,Male,6,Manufacturing,Mass Customer,No,13.0,QLD,7,31.0,3
2714,Female,9,Financial Services,Mass Customer,No,8.0,QLD,6,39.0,6
2715,Male,94,Health,Mass Customer,Yes,11.0,QLD,9,52.0,6
2716,Female,92,N/A,Affluent Customer,Yes,6.0,VIC,9,39.0,6
2717,Female,45,Health,Affluent Customer,No,4.0,VIC,10,52.0,11
2718,Female,66,Financial Services,Affluent Customer,Yes,7.0,NSW,11,27.0,2
2719,Female,16,Retail,High Net Worth,Yes,20.0,NSW,8,42.0,3
2720,Male,72,Financial Services,Mass Customer,No,3.0,NSW,8,32.0,7
2721,Female,22,Financial Services,Mass Customer,Yes,12.0,VIC,9,56.0,3
2722,Male,77,Health,Affluent Customer,Yes,14.0,VIC,8,49.0,8
2723,Female,41,Health,Mass Customer,Yes,18.0,NSW,8,44.0,7
2724,Female,9,Financial Services,Mass Customer,No,17.0,VIC,3,54.0,3
2725,Female,52,Manufacturing,Mass Customer,No,9.0,NSW,2,42.0,7
2726,Female,6,IT,Mass Customer,Yes,14.0,VIC,7,35.0,6
2727,Male,59,Argiculture,High Net Worth,Yes,5.0,VIC,5,55.0,5
2728,Female,80,N/A,Mass Customer,Yes,18.0,NSW,9,46.0,8
2729,Female,29,Financial Services,Mass Customer,No,2.0,NSW,5,32.0,5
2730,Female,15,Health,Mass Customer,No,10.0,VIC,3,55.0,5
2731,Female,36,Financial Services,Mass Customer,No,3.0,VIC,1,23.0,3
2732,Female,95,Retail,Mass Customer,Yes,11.0,VIC,6,49.0,6
2733,Male,61,N/A,Mass Customer,Yes,5.0,NSW,8,56.0,7
2734,Female,0,Manufacturing,High Net Worth,No,4.0,NSW,7,28.0,5
2735,Male,60,Manufacturing,Mass Customer,Yes,3.0,VIC,5,34.0,8
2736,Female,9,Manufacturing,Mass Customer,Yes,11.0,NSW,6,63.0,1
2737,Male,68,Financial Services,Mass Customer,Yes,1.0,NSW,9,19.0,5
2738,Female,44,Retail,Mass Customer,No,10.0,VIC,12,51.0,3
2739,Male,27,Property,Mass Customer,Yes,15.0,VIC,8,59.0,6
2740,Female,29,Property,Mass Customer,No,22.0,NSW,9,43.0,5
2741,Female,16,N/A,High Net Worth,Yes,1.0,NSW,10,19.0,6
2742,Female,51,Manufacturing,Mass Customer,Yes,11.0,NSW,9,67.0,5
2743,Male,42,Property,High Net Worth,Yes,18.0,QLD,6,34.0,4
2744,Male,50,Health,Mass Customer,No,19.0,VIC,5,65.0,9
2745,Female,87,Financial Services,Mass Customer,Yes,14.0,QLD,9,30.0,10
2746,Female,33,Financial Services,Affluent Customer,Yes,6.0,NSW,10,33.0,3
2747,Male,82,N/A,Affluent Customer,No,7.0,QLD,4,64.0,4
2748,Male,63,Manufacturing,Affluent Customer,No,14.0,NSW,10,42.0,4
2749,Male,44,Manufacturing,Affluent Customer,Yes,16.0,NSW,8,41.0,7
2750,Male,13,Property,Affluent Customer,No,11.0,NSW,11,35.0,5
2751,Female,83,N/A,Mass Customer,No,3.0,VIC,12,39.0,9
2752,Male,98,Property,Mass Customer,No,7.0,NSW,6,49.0,4
2753,Male,41,Entertainment,Affluent Customer,No,7.0,VIC,10,25.0,6
2754,Female,28,Manufacturing,Affluent Customer,Yes,19.0,NSW,9,49.0,4
2755,Female,73,N/A,Mass Customer,No,15.0,VIC,10,58.0,12
2756,Female,17,Financial Services,High Net Worth,No,14.0,NSW,11,47.0,5
2757,Female,37,Health,High Net Worth,Yes,4.0,VIC,10,21.0,2
2758,Female,2,Manufacturing,High Net Worth,No,11.0,NSW,8,41.0,2
2759,Male,39,Manufacturing,High Net Worth,No,9.0,VIC,10,61.0,5
2760,Female,16,Health,Mass Customer,Yes,11.0,NSW,12,52.0,5
2761,Male,9,Telecommunications,Mass Customer,Yes,9.0,VIC,8,43.0,8
2762,Male,60,IT,Mass Customer,Yes,3.0,NSW,4,20.0,6
2763,Male,33,Retail,Affluent Customer,No,9.0,NSW,7,40.0,3
2764,Female,30,Manufacturing,Affluent Customer,No,2.0,NSW,8,23.0,3
2765,Female,80,Health,Mass Customer,No,16.0,NSW,9,56.0,10
2766,Female,81,Retail,Mass Customer,No,10.0,VIC,8,32.0,7
2767,Female,14,Retail,High Net Worth,No,21.0,QLD,8,43.0,3
2768,Female,12,Entertainment,Mass Customer,No,10.0,NSW,7,43.0,8
2769,Male,63,Manufacturing,Mass Customer,Yes,9.0,VIC,3,28.0,4
2770,Female,19,N/A,Mass Customer,No,16.0,NSW,7,57.0,7
2771,Female,80,Health,Mass Customer,No,6.0,NSW,12,52.0,3
2772,Female,42,Financial Services,Affluent Customer,Yes,5.0,NSW,8,52.0,6
2773,Female,98,Financial Services,Mass Customer,Yes,13.0,NSW,7,44.0,6
2774,Female,1,N/A,Mass Customer,No,11.0,QLD,7,46.0,8
2775,Female,66,Property,Mass Customer,No,14.0,VIC,10,50.0,4
2776,Female,50,Health,Mass Customer,No,12.0,NSW,9,44.0,7
2777,Female,42,Property,Mass Customer,Yes,13.0,VIC,12,53.0,4
2778,Male,65,N/A,High Net Worth,Yes,2.0,NSW,8,26.0,4
2779,Female,74,N/A,Mass Customer,Yes,5.0,NSW,9,47.0,8
2780,Male,36,Entertainment,Affluent Customer,Yes,16.0,NSW,8,44.0,8
2781,Female,20,Property,High Net Worth,Yes,14.0,VIC,9,49.0,6
2782,Male,65,Retail,High Net Worth,Yes,7.0,NSW,10,34.0,8
2783,Female,81,Manufacturing,Mass Customer,Yes,17.0,NSW,10,44.0,2
2784,Female,53,Financial Services,Mass Customer,Yes,13.0,NSW,10,43.0,7
2785,Female,9,Manufacturing,Mass Customer,Yes,17.0,QLD,6,63.0,6
2786,Male,4,N/A,Mass Customer,Yes,1.0,NSW,10,18.0,4
2787,Female,98,Argiculture,High Net Worth,No,5.0,QLD,7,26.0,8
2788,Female,13,N/A,Mass Customer,No,1.0,NSW,7,24.0,9
2789,Female,4,Financial Services,Mass Customer,Yes,4.0,QLD,9,45.0,8
2790,Male,46,Financial Services,Mass Customer,No,10.0,NSW,10,32.0,5
2791,Male,90,Manufacturing,Mass Customer,No,16.0,NSW,3,55.0,1
2792,Female,36,IT,Mass Customer,No,21.0,VIC,6,45.0,4
2793,Female,11,Manufacturing,High Net Worth,No,3.0,NSW,9,22.0,7
2794,Male,10,Health,High Net Worth,No,7.0,NSW,7,25.0,4
2795,Male,53,N/A,High Net Worth,No,12.0,NSW,6,64.0,5
2796,Female,20,Retail,High Net Worth,No,10.0,NSW,10,48.0,4
2797,Female,19,Manufacturing,Affluent Customer,No,2.0,NSW,9,19.0,6
2798,Male,99,N/A,Mass Customer,No,11.0,NSW,7,62.0,2
2799,Male,49,Entertainment,High Net Worth,Yes,15.0,NSW,12,42.0,6
2800,Female,52,Health,Affluent Customer,Yes,17.0,QLD,8,46.0,7
2801,Female,59,Financial Services,Mass Customer,No,13.0,NSW,8,39.0,3
2802,Female,97,Manufacturing,Affluent Customer,No,18.0,VIC,7,42.0,11
2803,Male,71,Financial Services,High Net Worth,No,2.0,QLD,9,21.0,4
2804,Male,68,Retail,High Net Worth,No,10.0,NSW,10,39.0,1
2805,Male,59,Property,Affluent Customer,Yes,18.0,QLD,5,52.0,9
2806,Male,73,Property,Mass Customer,Yes,9.0,NSW,6,34.0,3
2807,Female,62,Argiculture,Mass Customer,Yes,5.0,VIC,9,46.0,8
2808,Male,43,Health,Mass Customer,No,7.0,NSW,9,52.0,8
2809,Male,71,Health,Affluent Customer,Yes,11.0,NSW,11,57.0,6
2810,Female,62,Manufacturing,Mass Customer,No,9.0,QLD,3,34.0,2
2811,Male,84,Financial Services,Mass Customer,Yes,2.0,NSW,8,25.0,7
2812,Female,99,N/A,Mass Customer,No,15.0,NSW,9,58.0,8
2813,Female,70,Financial Services,Mass Customer,Yes,4.0,NSW,8,51.0,9
2814,Female,39,N/A,Mass Customer,No,14.0,NSW,11,59.0,8
2815,Male,42,Financial Services,High Net Worth,Yes,18.0,NSW,10,46.0,9
2816,Male,37,IT,High Net Worth,Yes,16.0,NSW,7,58.0,6
2817,Male,55,N/A,Mass Customer,Yes,8.0,VIC,5,34.0,5
2818,Male,64,N/A,Affluent Customer,Yes,20.0,NSW,11,61.0,7
2819,Female,5,Manufacturing,High Net Worth,Yes,12.0,NSW,11,33.0,7
2820,Male,59,Manufacturing,Affluent Customer,Yes,7.0,NSW,7,55.0,5
2821,Male,84,N/A,Mass Customer,No,11.0,NSW,8,39.0,3
2822,Male,91,Financial Services,Mass Customer,Yes,22.0,QLD,4,43.0,9
2823,Female,85,Entertainment,Mass Customer,Yes,5.0,NSW,9,53.0,2
2824,Female,5,Financial Services,Mass Customer,Yes,12.0,VIC,4,50.0,2
2825,Female,94,Manufacturing,Affluent Customer,No,5.0,VIC,10,58.0,5
2826,Female,81,N/A,Affluent Customer,Yes,5.0,NSW,7,55.0,4
2827,Female,13,Manufacturing,High Net Worth,No,4.0,NSW,1,30.0,6
2828,Male,29,Health,Mass Customer,Yes,18.0,NSW,7,34.0,3
2829,Male,77,Manufacturing,Mass Customer,Yes,6.0,QLD,3,25.0,7
2830,Female,57,Financial Services,Mass Customer,Yes,7.0,NSW,9,45.0,2
2831,Male,47,Manufacturing,Affluent Customer,Yes,9.0,NSW,8,42.0,3
2832,Female,26,Manufacturing,High Net Worth,Yes,11.0,NSW,9,43.0,7
2833,Female,34,N/A,Mass Customer,No,14.0,NSW,5,56.0,4
2834,Female,93,Retail,Mass Customer,Yes,4.0,NSW,4,28.0,4
2835,Male,89,Financial Services,High Net Worth,No,8.0,VIC,10,43.0,7
2836,Female,42,Health,Affluent Customer,Yes,11.0,VIC,8,64.0,6
2837,Female,31,Entertainment,High Net Worth,No,6.0,VIC,9,41.0,7
2838,Female,15,Health,Mass Customer,Yes,12.0,VIC,10,57.0,8
2839,Female,55,Entertainment,Mass Customer,No,11.0,VIC,10,52.0,2
2840,Male,60,N/A,High Net Worth,No,4.0,NSW,11,44.0,13
2841,Male,44,IT,Affluent Customer,Yes,14.0,VIC,5,65.0,6
2842,Female,76,Health,Affluent Customer,Yes,11.0,NSW,9,37.0,12
2843,Female,32,Manufacturing,Mass Customer,No,17.0,QLD,4,45.0,7
2844,Male,23,Manufacturing,Affluent Customer,Yes,9.0,QLD,8,51.0,7
2845,Male,21,Manufacturing,Affluent Customer,No,18.0,QLD,6,44.0,5
2846,Female,58,Financial Services,Mass Customer,Yes,5.0,QLD,8,31.0,7
2847,Male,47,Financial Services,High Net Worth,Yes,8.0,QLD,9,55.0,6
2848,Female,15,Financial Services,Mass Customer,No,7.0,QLD,9,44.0,5
2849,Male,34,Manufacturing,Affluent Customer,Yes,10.0,QLD,4,38.0,5
2850,Female,46,N/A,Affluent Customer,Yes,4.0,NSW,2,48.0,7
2851,Female,79,Entertainment,Mass Customer,Yes,6.0,VIC,10,32.0,6
2852,Male,36,Financial Services,Affluent Customer,Yes,19.0,NSW,8,42.0,5
2853,Female,27,Health,High Net Worth,No,12.0,QLD,12,57.0,4
2854,Male,49,Manufacturing,Affluent Customer,Yes,14.0,VIC,11,60.0,3
2855,Male,92,N/A,Mass Customer,No,5.0,NSW,10,27.0,5
2856,Male,97,Retail,Mass Customer,No,2.0,QLD,3,21.0,9
2857,Male,46,Entertainment,Mass Customer,No,3.0,NSW,10,23.0,6
2858,Male,61,IT,Mass Customer,Yes,6.0,QLD,5,41.0,6
2859,Male,4,IT,Mass Customer,No,17.0,QLD,3,35.0,10
2860,Male,61,Retail,Affluent Customer,Yes,6.0,VIC,5,34.0,5
2861,Female,26,Telecommunications,Mass Customer,Yes,9.0,NSW,2,34.0,6
2862,Female,41,Manufacturing,Mass Customer,No,17.0,NSW,9,42.0,7
2863,Female,23,Financial Services,Mass Customer,Yes,11.0,NSW,10,36.0,7
2864,Female,47,Financial Services,Mass Customer,No,15.0,VIC,8,46.0,7
2865,Male,79,Argiculture,Affluent Customer,No,2.0,QLD,7,20.0,5
2866,Female,38,N/A,Mass Customer,Yes,17.0,NSW,9,34.0,4
2867,Male,83,N/A,Affluent Customer,Yes,14.0,QLD,3,49.0,7
2868,Female,38,Retail,Mass Customer,No,10.0,QLD,1,57.0,5
2869,Male,10,N/A,High Net Worth,No,10.0,NSW,5,50.0,8
2870,Male,65,N/A,High Net Worth,No,17.0,QLD,3,41.0,7
2871,Male,45,Manufacturing,Affluent Customer,No,7.0,NSW,10,43.0,6
2872,Male,79,N/A,Mass Customer,No,18.0,NSW,9,48.0,3
2873,Male,14,Property,Mass Customer,Yes,7.0,VIC,10,29.0,10
2874,Male,75,Manufacturing,Mass Customer,No,11.0,QLD,3,42.0,6
2875,Male,23,Manufacturing,Mass Customer,Yes,2.0,QLD,9,23.0,5
2876,Female,68,Telecommunications,Mass Customer,No,17.0,VIC,5,42.0,3
2877,Male,19,Financial Services,Mass Customer,Yes,10.0,VIC,6,65.0,3
2878,Male,13,Financial Services,High Net Worth,No,12.0,VIC,8,42.0,9
2879,Female,28,Manufacturing,High Net Worth,Yes,16.0,NSW,10,45.0,5
2880,Male,45,Health,High Net Worth,Yes,8.0,VIC,7,47.0,5
2881,Female,23,Health,Mass Customer,No,16.0,VIC,8,46.0,6
2882,Male,74,Financial Services,High Net Worth,No,13.0,NSW,9,30.0,8
2883,Male,17,Telecommunications,Mass Customer,Yes,19.0,NSW,9,60.0,7
2884,Male,66,Health,Affluent Customer,No,11.0,NSW,8,50.0,3
2885,Male,10,Manufacturing,Affluent Customer,Yes,14.0,NSW,8,44.0,7
2886,Female,1,Health,Mass Customer,Yes,11.0,QLD,5,66.0,3
2887,Female,6,Property,Mass Customer,Yes,16.0,NSW,4,44.0,3
2888,Male,56,Health,Mass Customer,Yes,12.0,VIC,8,45.0,6
2889,Female,26,Property,Mass Customer,No,15.0,NSW,11,49.0,3
2890,Female,36,Telecommunications,Mass Customer,Yes,14.0,NSW,10,46.0,2
2891,Female,24,N/A,High Net Worth,No,8.0,NSW,5,47.0,6
2892,Female,81,Health,Mass Customer,Yes,5.0,NSW,9,51.0,5
2893,Male,60,Health,Affluent Customer,Yes,20.0,QLD,3,40.0,3
2894,Male,38,Retail,High Net Worth,No,16.0,QLD,8,42.0,7
2895,Male,12,N/A,Mass Customer,Yes,6.0,NSW,9,45.0,6
2896,Female,64,Financial Services,Mass Customer,No,5.0,NSW,8,27.0,4
2897,Female,5,Manufacturing,High Net Worth,Yes,8.0,NSW,12,52.0,3
2898,Female,11,N/A,High Net Worth,No,17.0,NSW,9,64.0,4
2899,Male,34,Health,High Net Worth,No,5.0,VIC,11,48.0,4
2900,Female,1,Financial Services,High Net Worth,No,15.0,VIC,7,44.0,2
2901,Female,67,Financial Services,Mass Customer,No,14.0,NSW,9,39.0,3
2902,Male,16,Health,Mass Customer,Yes,8.0,VIC,9,56.0,4
2903,Female,28,N/A,Affluent Customer,No,18.0,VIC,4,42.0,5
2904,Male,96,Manufacturing,Affluent Customer,No,10.0,NSW,9,46.0,3
2905,Female,39,Retail,Mass Customer,No,18.0,VIC,6,44.0,4
2906,Female,27,Manufacturing,Mass Customer,No,4.0,VIC,6,40.0,6
2907,Male,26,Retail,High Net Worth,Yes,21.0,NSW,9,40.0,7
2908,Female,30,Financial Services,Mass Customer,Yes,11.0,VIC,9,38.0,7
2909,Male,2,Retail,Mass Customer,Yes,17.0,VIC,9,35.0,5
2910,Female,48,Manufacturing,Mass Customer,Yes,13.0,NSW,11,61.0,5
2911,Male,69,Retail,Affluent Customer,Yes,14.0,NSW,10,33.0,10
2912,Male,60,Financial Services,Mass Customer,No,13.0,NSW,9,40.0,9
2913,Female,51,N/A,High Net Worth,Yes,4.0,NSW,8,35.0,5
2914,Female,20,N/A,Mass Customer,Yes,1.0,VIC,10,22.0,8
2915,Male,37,Health,High Net Worth,Yes,2.0,NSW,10,19.0,9
2916,Male,65,Argiculture,High Net Worth,No,8.0,NSW,12,42.0,7
2917,Female,48,Financial Services,Mass Customer,No,11.0,NSW,4,56.0,6
2918,Female,26,Health,Mass Customer,Yes,10.0,VIC,5,46.0,8
2919,Female,85,Financial Services,Affluent Customer,No,4.0,NSW,9,25.0,8
2920,Female,26,Manufacturing,Mass Customer,Yes,18.0,NSW,8,44.0,3
2921,Male,60,Health,Mass Customer,Yes,2.0,NSW,7,23.0,5
2922,Female,67,Financial Services,Mass Customer,No,14.0,QLD,7,53.0,3
2923,Female,57,Health,Affluent Customer,No,10.0,QLD,3,47.0,6
2924,Female,34,Manufacturing,High Net Worth,Yes,2.0,QLD,7,19.0,3
2925,Male,28,Financial Services,Affluent Customer,No,22.0,NSW,10,46.0,4
2926,Male,48,Argiculture,Mass Customer,No,20.0,NSW,10,43.0,4
2927,Male,62,Financial Services,Mass Customer,Yes,16.0,NSW,2,63.0,7
2928,Female,72,Retail,Mass Customer,Yes,4.0,NSW,8,57.0,9
2929,Male,82,Health,Mass Customer,Yes,16.0,VIC,9,65.0,5
2930,Male,36,Property,Affluent Customer,Yes,8.0,NSW,10,51.0,3
2931,Female,72,N/A,Mass Customer,Yes,21.0,NSW,7,31.0,4
2932,Male,38,Manufacturing,Mass Customer,No,16.0,NSW,10,47.0,7
2933,Female,40,Health,High Net Worth,Yes,17.0,NSW,7,38.0,6
2934,Female,11,Health,High Net Worth,Yes,14.0,VIC,7,43.0,4
2935,Female,16,N/A,Affluent Customer,No,5.0,NSW,8,50.0,5
2936,Female,84,Financial Services,High Net Worth,No,3.0,NSW,12,26.0,4
2937,Female,94,Property,High Net Worth,No,6.0,QLD,7,52.0,9
2938,Female,59,N/A,High Net Worth,No,1.0,NSW,10,19.0,9
2939,Female,25,Retail,Affluent Customer,No,1.0,QLD,9,20.0,10
2940,Male,25,Financial Services,High Net Worth,No,11.0,NSW,10,35.0,5
2941,Male,88,Financial Services,Affluent Customer,No,7.0,VIC,9,64.0,6
2942,Female,16,N/A,High Net Worth,Yes,15.0,NSW,9,49.0,5
2943,Male,98,Manufacturing,Affluent Customer,Yes,14.0,NSW,9,34.0,3
2944,Male,13,Manufacturing,High Net Worth,Yes,10.0,QLD,1,54.0,12
2945,Male,4,N/A,Mass Customer,No,9.0,VIC,4,37.0,7
2946,Female,21,N/A,High Net Worth,No,8.0,QLD,8,32.0,5
2947,Female,37,IT,High Net Worth,Yes,7.0,NSW,9,25.0,4
2948,Male,86,Health,Mass Customer,No,12.0,VIC,6,61.0,2
2949,Male,27,Financial Services,Mass Customer,Yes,9.0,NSW,11,43.0,2
2950,Female,11,Property,Mass Customer,Yes,5.0,NSW,9,31.0,6
2951,Male,83,Health,Mass Customer,Yes,5.0,QLD,3,42.0,5
2952,Female,67,Manufacturing,High Net Worth,No,20.0,QLD,2,64.0,5
